"Nr okręgu";"Siedziba OKW";"Nr listy (po nadaniu)";"Nazwa komitetu";"Sygnatura";"Typ";"Pozycja na liście";"Nazwisko";"Imiona";"Płeć";"Zawód";"Miejsce zamieszkania";"TERYT m. z.";"Gmina m.z.";"Przynależność do partii";"Poparcie";"Liczba głosów";"Procent głosów oddanych na listę";"Procent głosów oddanych w okręgu";"Czy przyznano mandat"
16;"Płock";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";3;"WOJNAROWSKI";"Konrad";"Mężczyzna";"prawnik";"Nosarzewo Borowe";"141308";"gm. Szydłowo";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";4242;0.07544418162092945;0.01144750796764905;"Nie"
16;"Płock";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";4;"SZCZEPANKOWSKI";"Zenon";"Mężczyzna";"nauczyciel fizyki i astronomii";"Chorzele";"142202";"gm. Chorzele";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";4137;0.07357675138278763;0.011164153810033975;"Nie"
16;"Płock";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";5;"WRÓBLEWSKA";"Maria Bożena";"Kobieta";"nauczyciel przedszkola";"Sanniki";"140404";"gm. Sanniki";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";1764;0.03137282800078254;0.004760349847933268;"Nie"
16;"Płock";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";6;"RZYMOWSKI";"Jerzy";"Mężczyzna";"przedstawiciel władzy samorządowej";"Kuczbork Wieś";"143702";"gm. Kuczbork-Osada";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";2127;0.03782880110978711;0.005739945649973958;"Nie"
16;"Płock";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";7;"SIEROCKA";"Iwona";"Kobieta";"przedstawiciel władzy samorządowej";"Płock";"146201";"m. Płock";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";1553;0.027620182474611843;0.0041909429216782125;"Nie"
16;"Płock";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";8;"LEWANDOWSKI";"Łukasz";"Mężczyzna";"Prezes";"Ciechanów";"140201";"m. Ciechanów";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";2258;0.040158642644992616;0.0060934636942365766;"Nie"
16;"Płock";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";9;"RYZIŃSKI";"Jacek";"Mężczyzna";"urzędnik samorządowy";"Sochocin";"142011";"gm. Sochocin";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";1866;0.03318690308926316;0.005035608172473628;"Nie"
16;"Płock";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";10;"SOSNOWSKI";"Michał";"Mężczyzna";"prezes";"Płock";"146201";"m. Płock";"nie należy do partii politycznej";"";1546;0.027495687125402388;0.004172052644503874;"Nie"
16;"Płock";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";11;"SZUSTAKIEWICZ";"Wojciech";"Mężczyzna";"inżynier rolnictwa";"Mszczonów";"143802";"gm. Mszczonów";"nie należy do partii politycznej";"";1391;0.024739004392907323;0.0037537679356435243;"Nie"
16;"Płock";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";12;"DURCZAK KUŹMIŃSKA";"Katarzyna";"Kobieta";"nauczyciel";"Granice";"142808";"gm. Teresin";"nie należy do partii politycznej";"";286;0.005086524267700571;0.0007718027531229676;"Nie"
16;"Płock";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";13;"DERLUKIEWICZ";"Anna";"Kobieta";"dyrektor do spraw administracyjnych";"Płock";"146201";"m. Płock";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";1190;0.02116420936560727;0.0032113471196375224;"Nie"
16;"Płock";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";14;"KOPER";"Karolina Agnieszka";"Kobieta";"pracownik samorządowy";"Nowe Święcice";"141908";"gm. Mała Wieś";"nie należy do partii politycznej";"";1006;0.017891760186387322;0.002714802691054914;"Nie"
16;"Płock";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";15;"RZESZOTARSKI";"Piotr Łukasz";"Mężczyzna";"kierownik muzeum";"Sierpc";"142701";"m. Sierpc";"nie należy do partii politycznej";"";1665;0.029612108061963113;0.004493187356467626;"Nie"
16;"Płock";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";16;"MIRGOS-KILANOWSKA";"Nina";"Kobieta";"przedstawiciel władz publicznych";"Franciszków";"143805";"gm. Wiskitki";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";216;0.0038415707756060255;0.0005828999813795839;"Nie"
16;"Płock";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";17;"SOSIŃSKA-OSIECKA";"Agata Ewa";"Kobieta";"prezes";"Płońsk";"142001";"m. Płońsk";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";663;0.01179148807512405;0.001789179109512334;"Nie"
16;"Płock";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";18;"APTEWICZ";"Elżbieta Urszula";"Kobieta";"specjalista bankowości";"Mława";"141301";"m. Mława";"nie należy do partii politycznej";"";215;0.0038237857257189607;0.0005802013703546785;"Nie"
16;"Płock";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";19;"SMOLIŃSKA";"Anna";"Kobieta";"politolog";"Ciechanów";"140201";"m. Ciechanów";"nie należy do partii politycznej";"";2211;0.03932274530030057;0.005966628976066019;"Nie"
16;"Płock";1;"KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE";"ZPOW-601-19/19";"Komitet wyborczy partii politycznej";20;"KOMINEK";"Tomasz";"Mężczyzna";"dyrektor departamentu";"Płock";"146201";"m. Płock";"członek partii politycznej: Polskie Stronnictwo Ludowe";"";2290;0.040727764241378694;0.006179819247033552;"Nie"
16;"Płock";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";1;"SZUMOWSKI";"Łukasz Jan";"Mężczyzna";"lekarz - specjalista kardiolog";"Warszawa";"146514";"Wawer";"nie należy do partii politycznej";"";35798;0.18417356498654636;0.09660487746956642;"Tak"
16;"Płock";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";2;"MAŁECKI";"Maciej";"Mężczyzna";"historyk";"Sochaczew";"142801";"m. Sochaczew";"członek partii politycznej: Prawo i Sprawiedliwość";"";34086;0.1753656666889608;0.09198485539492823;"Tak"
16;"Płock";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";3;"WĄSIK";"Maciej Roman";"Mężczyzna";"archeolog";"Warszawa";"146514";"Wawer";"członek partii politycznej: Prawo i Sprawiedliwość";"";14280;0.07346774981864579;0.03853616543565027;"Tak"
16;"Płock";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";4;"OPIOŁA";"Marek";"Mężczyzna";"politolog";"Warszawa";"146506";"Ochota";"członek partii politycznej: Prawo i Sprawiedliwość";"";14111;0.07259827854978367;0.03808010017244125;"Tak"
16;"Płock";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";5;"CICHOLSKA";"Anna Ewa";"Kobieta";"parlamentarzysta";"Regimin";"140208";"gm. Regimin";"członek partii politycznej: Prawo i Sprawiedliwość";"";13133;0.06756666375127977;0.03544085859008368;"Tak"
16;"Płock";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";6;"OLEJNICZAK";"Waldemar Ryszard";"Mężczyzna";"parlamentarzysta";"Sierpc";"142701";"m. Sierpc";"członek partii politycznej: Prawo i Sprawiedliwość";"";10327;0.053130353807924025;0.027868556054198905;"Nie"
16;"Płock";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";7;"KOŁAKOWSKI";"Robert Jerzy";"Mężczyzna";"parlamentarzysta";"Ciechanów";"140201";"m. Ciechanów";"członek partii politycznej: Prawo i Sprawiedliwość";"";5956;0.030642431226880554;0.016072927264337046;"Nie"
16;"Płock";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";8;"ROMANOWSKI";"Rafał";"Mężczyzna";"polityk";"Maków Mazowiecki";"141101";"m. Maków Mazowiecki";"członek partii politycznej: Prawo i Sprawiedliwość";"";9905;0.050959248035972446;0.02672974220168879;"Nie"
16;"Płock";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";9;"OZDOBA";"Jacek Dawid";"Mężczyzna";"przedstawiciel władzy samorządowej";"Warszawa";"146505";"Mokotów";"nie należy do partii politycznej";"";17873;0.091953017682679;0.048232274848135664;"Tak"
16;"Płock";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";10;"BIEŃKOWSKI";"Krzysztof";"Mężczyzna";"ekonomista";"Przasnysz";"142201";"m. Przasnysz";"członek partii politycznej: Prawo i Sprawiedliwość";"";7651;0.03936286791753914;0.020647072951551836;"Nie"
16;"Płock";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";11;"GAJEWSKA";"Maria Bożena";"Kobieta";"technik ogrodnik";"Sieraków";"140402";"gm. Gostynin";"członek partii politycznej: Prawo i Sprawiedliwość";"";2400;0.012347520977923661;0.006476666459773155;"Nie"
16;"Płock";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";12;"MAZURSKA";"Marlena";"Kobieta";"specjalista bankowości";"Gąbin";"141906";"gm. Gąbin";"członek partii politycznej: Prawo i Sprawiedliwość";"";2426;0.012481285788517834;0.006546830346420698;"Nie"
16;"Płock";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";13;"KIEŁBIŃSKI";"Marek";"Mężczyzna";"nauczyciel historii";"Mława";"141301";"m. Mława";"członek partii politycznej: Prawo i Sprawiedliwość";"";2279;0.01172500012862001;0.006150134525759592;"Nie"
16;"Płock";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";14;"KULPA";"Wioletta Maria";"Kobieta";"kierownik marketingu";"Płock";"146201";"m. Płock";"członek partii politycznej: Prawo i Sprawiedliwość";"";9487;0.04880872146565074;0.0256017227932783;"Nie"
16;"Płock";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";15;"LEŚNIEWSKA";"Ewa Anna";"Kobieta";"nauczyciel nauczania początkowego";"Żuromin";"143706";"gm. Żuromin";"członek partii politycznej: Prawo i Sprawiedliwość";"";2081;0.010706329647941309;0.005615809542828306;"Nie"
16;"Płock";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";16;"CHOIŃSKI";"Łukasz";"Mężczyzna";"wyższy urzędnik samorządowy";"Żyrardów";"143801";"m. Żyrardów";"członek partii politycznej: Prawo i Sprawiedliwość";"";2486;0.012789973812965927;0.006708747007915026;"Nie"
16;"Płock";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";17;"MARZĘDA-PRZYBYSZ";"Beata Katarzyna";"Kobieta";"nauczyciel nauczania początkowego";"Żyrardów";"143801";"m. Żyrardów";"nie należy do partii politycznej";"";1660;0.0085403686763972;0.004479694301343099;"Nie"
16;"Płock";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";18;"KUŹNIEWSKA";"Elżbieta";"Kobieta";"nauczyciel matematyki";"Koziebrody";"142010";"gm. Raciąż";"nie należy do partii politycznej";"";969;0.004985311594836678;0.0026149540831334112;"Nie"
16;"Płock";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";19;"KARPIŃSKA";"Jolanta";"Kobieta";"specjalista bankowości";"Nowa Sławogóra";"141308";"gm. Szydłowo";"członek partii politycznej: Prawo i Sprawiedliwość";"";4728;0.024324616326509615;0.012759032925753115;"Nie"
16;"Płock";2;"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"ZPOW-601-9/19";"Komitet wyborczy partii politycznej";20;"HUMIĘCKI";"Waldemar Paweł";"Mężczyzna";"prezes";"Warszawa";"146512";"Ursus";"członek partii politycznej: Prawo i Sprawiedliwość";"";2735;0.014071029114425506;0.007380701153116491;"Nie"
16;"Płock";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";1;"IWANIAK";"Arkadiusz";"Mężczyzna";"ekonomista";"Płock";"146201";"m. Płock";"członek partii politycznej: Sojusz Lewicy Demokratycznej";"";15098;0.4652983234714004;0.04074362925402295;"Tak"
16;"Płock";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";2;"BRUDNICKI";"Adrian";"Mężczyzna";"inżynier budownictwa";"Płock";"146201";"m. Płock";"nie należy do partii politycznej";"";2809;0.08656928007889546;0.007580398368959497;"Nie"
16;"Płock";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";3;"AUGUSTYŃSKI";"Zbigniew";"Mężczyzna";"nauczyciel akademicki";"Płock";"146201";"m. Płock";"członek partii politycznej: Lewica Razem";"";1083;0.03337647928994083;0.002922595739972636;"Nie"
16;"Płock";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";4;"LINOWSKA";"Małgorzata";"Kobieta";"nauczyciel chemii";"Żyrardów";"143801";"m. Żyrardów";"członek partii politycznej: Sojusz Lewicy Demokratycznej";"";2846;0.08770956607495069;0.007680246976881;"Nie"
16;"Płock";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";5;"KWASIBORSKI";"Krzysztof";"Mężczyzna";"specjalista administracji publicznej";"Bielsk";"141901";"gm. Bielsk";"nie należy do partii politycznej";"";879;0.027089497041420118;0.0023720790908919177;"Nie"
16;"Płock";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";6;"ANTOSZKIEWICZ";"Janina Franciszka";"Kobieta";"księgowa";"Ogorzelice";"141913";"gm. Stara Biała";"członek partii politycznej: Sojusz Lewicy Demokratycznej";"";440;0.013560157790927022;0.0011873888509584118;"Nie"
16;"Płock";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";7;"KANIEWSKI";"Piotr Julian";"Mężczyzna";"dziennikarz";"Płońsk";"142001";"m. Płońsk";"nie należy do partii politycznej";"";1505;0.0463819033530572;0.004061409592482749;"Nie"
16;"Płock";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";8;"ŁUCZAK";"Dariusz";"Mężczyzna";"kierowca samochodu ciężarowego";"Żyrardów";"143801";"m. Żyrardów";"członek partii politycznej: Lewica Razem";"";574;0.01768984220907298;0.0015490027282957463;"Nie"
16;"Płock";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";9;"JASIŃSKA";"Renata";"Kobieta";"ekonomista";"Bronowo-Zalesie";"141913";"gm. Stara Biała";"członek partii politycznej: Lewica Razem";"";1073;0.03306829388560158;0.0028956096297235814;"Nie"
16;"Płock";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";10;"NOWAK";"Eugeniusz Jan";"Mężczyzna";"pedagog";"Ciechanów";"140201";"m. Ciechanów";"członek partii politycznej: Sojusz Lewicy Demokratycznej";"";403;0.012419871794871794;0.0010875402430369089;"Nie"
16;"Płock";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";11;"GŁUSKOWSKA";"Renata Małgorzata";"Kobieta";"pielęgniarka";"Łukomie";"142704";"gm. Rościszewo";"członek partii politycznej: Sojusz Lewicy Demokratycznej";"";397;0.012234960552268245;0.0010713485768874761;"Nie"
16;"Płock";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";12;"WELENC";"Anna";"Kobieta";"pedagog";"Płock";"146201";"m. Płock";"nie należy do partii politycznej";"";668;0.020586785009861934;0.0018026721646368614;"Nie"
16;"Płock";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";13;"GÓRECKA";"Olga";"Kobieta";"fizjoterapeuta";"Władysławów";"141907";"gm. Łąck";"nie należy do partii politycznej";"";938;0.028907790927021695;0.0025312971413613415;"Nie"
16;"Płock";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";14;"ANDRZEJCZAK";"Sebastian";"Mężczyzna";"specjalista administracji publicznej";"Szulmierz";"140208";"gm. Regimin";"członek partii politycznej: Sojusz Lewicy Demokratycznej";"";269;0.008290187376725839;0.0007259263656995745;"Nie"
16;"Płock";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";15;"DOBROWOLSKI";"Mateusz";"Mężczyzna";"dziennikarz";"Warszawa";"146505";"Mokotów";"członek partii politycznej: Lewica Razem";"";458;0.014114891518737672;0.0012359638494067104;"Nie"
16;"Płock";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";16;"KUJAWA";"Wioletta";"Kobieta";"księgowa";"Szydłowo";"141308";"gm. Szydłowo";"nie należy do partii politycznej";"";772;0.023791913214990138;0.0020833277112270315;"Nie"
16;"Płock";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";17;"KRÓLIKOWSKI";"Zbigniew";"Mężczyzna";"politolog";"Gostynin";"140401";"m. Gostynin";"członek partii politycznej: Sojusz Lewicy Demokratycznej";"";454;0.013991617357001973;0.0012251694053070884;"Nie"
16;"Płock";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";18;"PIÓROWICZ";"Jerzy Wojciech";"Mężczyzna";"specjalista administracji publicznej";"Białkowo";"141910";"gm. Radzanowo";"członek partii politycznej: Lewica Razem";"";107;0.00329758382642998;0.00028875137966488646;"Nie"
16;"Płock";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";19;"STANISZEWSKI";"Jan";"Mężczyzna";"specjalista administracji publicznej";"Bulkowo-Kolonia";"141904";"gm. Bulkowo";"nie należy do partii politycznej";"";205;0.006317800788954635;0.0005532152601056236;"Nie"
16;"Płock";3;"KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ";"ZPOW-601-1/19";"Komitet wyborczy partii politycznej";20;"KIWIT";"Marek";"Mężczyzna";"inżynier rolnictwa";"Ciechanów";"140201";"m. Ciechanów";"członek partii politycznej: Sojusz Lewicy Demokratycznej";"";1470;0.045303254437869825;0.003966958206611058;"Nie"
16;"Płock";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";1;"USIĄDEK";"Paweł";"Mężczyzna";"analityk finansowy";"Warszawa";"146503";"Białołęka";"członek partii politycznej: Ruch Narodowy";"";9099;0.4688997681010049;0.024554661715614972;"Nie"
16;"Płock";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";2;"SMOSARSKA";"Dorota";"Kobieta";"nauczyciel";"Pruszków";"142102";"m. Pruszków";"nie należy do partii politycznej";"";1173;0.060448338057201755;0.0031654707322141293;"Nie"
16;"Płock";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";3;"CIECHANOWSKI";"Grzegorz";"Mężczyzna";"kierowca";"Bydgoszcz";"046101";"m. Bydgoszcz";"członek partii politycznej: Korwin";"";1450;0.07472300953362536;0.003912985986112947;"Nie"
16;"Płock";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";4;"STELMACH";"Tomasz Józef";"Mężczyzna";"elektronik";"Płock";"146201";"m. Płock";"członek partii politycznej: Ruch Narodowy";"";1489;0.07673280082452975;0.0040182318160842615;"Nie"
16;"Płock";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";5;"SĘKOWSKI";"Krzysztof";"Mężczyzna";"sanitariusz";"Ciechanów";"140201";"m. Ciechanów";"członek partii politycznej: Ruch Narodowy";"";843;0.04344241174954908;0.0022749290939953204;"Nie"
16;"Płock";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";6;"RZECZKOWSKI";"Paweł Janusz";"Mężczyzna";"rolnik";"Mieszki-Bardony";"140202";"gm. Ciechanów";"nie należy do partii politycznej";"";555;0.028600876062870394;0.001497729118822542;"Nie"
16;"Płock";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";7;"SZADKOWSKA";"Katarzyna";"Kobieta";"księgowa";"Faustynowo";"140203";"gm. Glinojeck";"nie należy do partii politycznej";"";700;0.03607317701623293;0.0018890277174338369;"Nie"
16;"Płock";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";8;"FLORYSIAK";"Mirosława";"Kobieta";"grafik";"Warszawa";"146510";"Śródmieście";"członek partii politycznej: Ruch Narodowy";"";166;0.008554496263849524;0.0004479694301343099;"Nie"
16;"Płock";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";9;"SZYDŁOWSKA";"Beata Irena";"Kobieta";"kasjer-sprzedawca";"Warszawa";"146505";"Mokotów";"członek partii politycznej: Ruch Narodowy";"";308;0.01587219788714249;0.0008311721956708882;"Nie"
16;"Płock";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";10;"ZADROŻNY";"Bartosz";"Mężczyzna";"politolog";"Płońsk";"142001";"m. Płońsk";"członek partii politycznej: Ruch Narodowy";"";834;0.042978613759340374;0.0022506415947711714;"Nie"
16;"Płock";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";11;"DŁUTOWSKA";"Agnieszka";"Kobieta";"analityk finansowy";"Warszawa";"146517";"Włochy";"nie należy do partii politycznej";"";295;0.01520226745684102;0.0007960902523471169;"Nie"
16;"Płock";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";12;"ZAGÓRSKI";"Adrian Paweł";"Mężczyzna";"pracownik administracyjny";"Warszawa";"146517";"Włochy";"nie należy do partii politycznej";"";319;0.016439062097397577;0.0008608569169448485;"Nie"
16;"Płock";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";13;"MAKARA";"Marek Janusz";"Mężczyzna";"dziennikarz";"Prażmów";"141805";"gm. Prażmów";"nie należy do partii politycznej";"";239;0.012316413295542386;0.00064496803495241;"Nie"
16;"Płock";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";14;"BARTOSEWICZ";"Monika Danuta";"Kobieta";"analityk finansowy";"Legionowo";"140801";"m. Legionowo";"nie należy do partii politycznej";"";214;0.01102808554496264;0.0005775027593297729;"Nie"
16;"Płock";4;"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"ZPOW-601-5/19";"Komitet wyborczy partii politycznej";15;"GROTKOWSKA-PUŚCIKOWSKA";"Joanna Ewa";"Kobieta";"inżynier inżynierii środowiska";"Warszawa";"146510";"Śródmieście";"nie należy do partii politycznej";"";148;0.007626900283432105;0.00039939443168601123;"Nie"
