Nr okrÍgu;Siedziba OKW;Nr listy (po nadaniu);Nazwa komitetu;Sygnatura;Typ;Pozycja na liúcie;Nazwisko;Imiona;P≥eÊ;ZawÛd;Miejsce zamieszkania;TERYT m. z.;Gmina m.z.;PrzynaleønoúÊ do partii;Poparcie;Liczba g≥osÛw;Procent g≥osÛw oddanych na listÍ;Procent g≥osÛw oddanych w okrÍgu;Czy przyznano mandat
23;RzeszÛw;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;19;W£ODYKA;Janusz;MÍøczyzna;dyrektor szko≥y;Wysoka Strzyøowska;181904;gm. StrzyøÛw;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;432;0,94%;0,07%;Nie
23;RzeszÛw;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;20;KOSI—SKI;Krzysztof Jan;MÍøczyzna;nauczyciel;Niedüwiada;181503;gm. Ropczyce;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;654;1,43%;0,11%;Nie
23;RzeszÛw;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;21;STOJA—SKA;Joanna Katarzyna;Kobieta;ekonomista;ZamoúÊ;066401;m. ZamoúÊ;nie naleøy do partii politycznej;;152;0,33%;0,03%;Nie
23;RzeszÛw;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;22;WICHER;Maria;Kobieta;emeryt;Brzeünica;180304;gm. DÍbica;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;205;0,45%;0,03%;Nie
23;RzeszÛw;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;23;TUTKA;Henryk;MÍøczyzna;rolnik;Cygany;182004;gm. Nowa DÍba;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;452;0,99%;0,08%;Nie
23;RzeszÛw;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;24;B£O—SKI;Kazimierz JÛzef;MÍøczyzna;nauczyciel;Kury≥Ûwka;180803;gm. Kury≥Ûwka;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;276;0,60%;0,05%;Nie
23;RzeszÛw;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;25;BARTMAN;Jan;MÍøczyzna;rolnik;Kraczkowa;181004;gm. £aÒcut;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;521;1,14%;0,09%;Nie
23;RzeszÛw;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;26;OPIO£A;Barbara;Kobieta;krawiec;BrzezÛwka;181607;gm. Hyøne;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;159;0,35%;0,03%;Nie
23;RzeszÛw;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;27;KOTLI—SKA;Marzena Anna;Kobieta;sekretarka;RzeszÛw;186301;m. RzeszÛw;nie naleøy do partii politycznej;;177;0,39%;0,03%;Nie
23;RzeszÛw;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;28;ZAR BA;Marek Jan;MÍøczyzna;kierownik ds. kontroli jakoúci;Stalowa Wola;181801;m. Stalowa Wola;cz≥onek partii politycznej: Polskie Stronnictwo Ludowe;;363;0,79%;0,06%;Nie
23;RzeszÛw;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;29;PARYå;Krystyna Graøyna;Kobieta;nauczyciel;Wielopole SkrzyÒskie;181505;gm. Wielopole SkrzyÒskie;nie naleøy do partii politycznej;;365;0,80%;0,06%;Nie
23;RzeszÛw;1;KOMITET WYBORCZY POLSKIE STRONNICTWO LUDOWE;ZPOW-601-19/19;Komitet wyborczy partii politycznej;30;NICPO—;Henryk;MÍøczyzna;dziennikarz;RzeszÛw;186301;m. RzeszÛw;nie naleøy do partii politycznej;;1111;2,42%;0,19%;Nie
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;1;SOBOLEWSKI;Krzysztof;MÍøczyzna;administratywista;RzeszÛw;186301;m. RzeszÛw;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;38912;10,59%;6,61%;Tak
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;2;LENIART;Ewa Maria;Kobieta;prawnik;DylπgÛwka;181607;gm. Hyøne;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;36305;9,89%;6,17%;Tak
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;3;HRYNKIEWICZ;JÛzefa;Kobieta;nauczyciel akademicki;Warszawa;146505;MokotÛw;nie naleøy do partii politycznej;;6173;1,68%;1,05%;Nie
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;4;SZLACHTA;Andrzej;MÍøczyzna;parlamentarzysta;RzeszÛw;186301;m. RzeszÛw;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;15115;4,12%;2,57%;Nie
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;5;WR”BLEWSKA;Krystyna Ma≥gorzata;Kobieta;nauczyciel;RzeszÛw;186301;m. RzeszÛw;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;12738;3,47%;2,16%;Nie
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;6;MOSKAL;Kazimierz Marian;MÍøczyzna;nauczyciel;Ropczyce;181503;gm. Ropczyce;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;17444;4,75%;2,96%;Tak
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;7;BUCZAK;Wojciech;MÍøczyzna;inøynier mechanik;RzeszÛw;186301;m. RzeszÛw;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;10429;2,84%;1,77%;Nie
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;8;GO£OJUCH;Kazimierz Edward;MÍøczyzna;inøynier mechanizacji rolnictwa;Zalesie;181003;gm. Czarna;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;18306;4,98%;3,11%;Tak
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;9;CHMIELOWIEC;Zbigniew Micha≥;MÍøczyzna;inøynier úrodowiska;Kolbuszowa;180602;gm. Kolbuszowa;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;20634;5,62%;3,50%;Tak
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;10;WEBER;Rafa≥;MÍøczyzna;prawnik;Stalowa Wola;181801;m. Stalowa Wola;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;26746;7,28%;4,54%;Tak
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;11;WARZECHA;Jan Marek;MÍøczyzna;ekonomista;DÍbica;180301;m. DÍbica;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;18913;5,15%;3,21%;Tak
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;12;PAUL;Jerzy Stanis≥aw;MÍøczyzna;inøynier ogrodnictwa;Sarzyna;180805;gm. Nowa Sarzyna;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;16094;4,38%;2,73%;Tak
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;13;MIAZGA;Mieczys≥aw;MÍøczyzna;inøynier rolnictwa;GÛrno;181611;gm. Soko≥Ûw Ma≥opolski;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;9149;2,49%;1,55%;Nie
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;14;SZYDE£KO;Halina Maria;Kobieta;radca prawny;RzeszÛw;186301;m. RzeszÛw;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;5511;1,50%;0,94%;Nie
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;15;KRUCZEK;Stanis≥aw;MÍøczyzna;inøynier elektryk;Futoma;181602;gm. B≥aøowa;cz≥onek partii politycznej: Porozumienie Jaros≥awa Gowina;;8344;2,27%;1,42%;Nie
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;16;KAPINOS;Fryderyk Sylwester;MÍøczyzna;dyrektor marketingu;Mielec;181101;m. Mielec;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;18450;5,02%;3,13%;Tak
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;17;KALINKA;Kamil;MÍøczyzna;politolog;Tarnobrzeg;186401;m. Tarnobrzeg;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;9540;2,60%;1,62%;Nie
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;18;BEDNARZ;Robert Jan;MÍøczyzna;przedstawiciel w≥adzy samorzπdowej;Jeøowe;181203;gm. Jeøowe;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;7421;2,02%;1,26%;Nie
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;19;GODEK;Robert Czes≥aw;MÍøczyzna;pracownik samorzπdowy;StÍpina;181902;gm. Frysztak;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;6791;1,85%;1,15%;Nie
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;20;FRYSZTAK;Bernadeta Dorota;Kobieta;nauczyciel;SÍdziszÛw Ma≥opolski;181504;gm. SÍdziszÛw Ma≥opolski;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;11120;3,03%;1,89%;Nie
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;21;£•CZAK;Czes≥aw;MÍøczyzna;ekonomista;Zawierzbie;180307;gm. ØyrakÛw;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;4113;1,12%;0,70%;Nie
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;22;FIJO£EK;Marcin Piotr;MÍøczyzna;politolog;RzeszÛw;186301;m. RzeszÛw;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;5262;1,43%;0,89%;Nie
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;23;T£USTA;Helena Graøyna;Kobieta;nauczyciel religii w szkole podstawowej;AlfredÛwka;182004;gm. Nowa DÍba;nie naleøy do partii politycznej;;1152;0,31%;0,20%;Nie
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;24;BARTKOWICZ;Magdalena Barbara;Kobieta;specjalista zdrowia publicznego;Mielec;181101;m. Mielec;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;789;0,21%;0,13%;Nie
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;25;KRZEK;Agata;Kobieta;nauczyciel;Stalowa Wola;181801;m. Stalowa Wola;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;911;0,25%;0,15%;Nie
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;26;TRAWI—SKA;Anna Franciszka;Kobieta;przedsiÍbiorca;Krzπtka;180603;gm. Majdan KrÛlewski;nie naleøy do partii politycznej;;597;0,16%;0,10%;Nie
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;27;KUå;Ewelina Eløbieta;Kobieta;ekonomista;DÍbica;180301;m. DÍbica;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;2705;0,74%;0,46%;Nie
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;28;FO£TA;Ewa;Kobieta;nauczyciel;Sarzyna;180805;gm. Nowa Sarzyna;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;763;0,21%;0,13%;Nie
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;29;TYMU£A;Zbigniew;MÍøczyzna;pracownik administracyjny;Gaw≥uszowice;181104;gm. Gaw≥uszowice;cz≥onek partii politycznej: Prawo i SprawiedliwoúÊ;;8346;2,27%;1,42%;Nie
23;RzeszÛw;2;KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOå∆;ZPOW-601-9/19;Komitet wyborczy partii politycznej;30;WARCHO£;Marcin JÛzef;MÍøczyzna;adwokat;Warszawa;146517;W≥ochy;nie naleøy do partii politycznej;;28495;7,76%;4,84%;Tak
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;1;BUØ;Wies≥aw;MÍøczyzna;socjolog;RzeszÛw;186301;m. RzeszÛw;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;15605;40,20%;2,65%;Tak
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;2;SZTUK;Micha≥ Andrzej;MÍøczyzna;specjalista ds. Public Relations;Kielnarowa;181614;gm. Tyczyn;cz≥onek partii politycznej: Wiosna Roberta Biedronia;;2478;6,38%;0,42%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;3;ITNER;Agnieszka;Kobieta;doradca klienta;RzeszÛw;186301;m. RzeszÛw;cz≥onek partii politycznej: Lewica Razem;;3505;9,03%;0,60%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;4;OZIMEK;Julian;MÍøczyzna;ekonomista;Nisko;181205;gm. Nisko;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;2522;6,50%;0,43%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;5;FILIPEK;Jerzy;MÍøczyzna;prawnik;RzeszÛw;186301;m. RzeszÛw;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;1225;3,16%;0,21%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;6;KRASNOPOLSKA;Boøena Marta;Kobieta;doradca klienta;DynÛw;181601;m. DynÛw;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;1064;2,74%;0,18%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;7;TOFIL;Bronis≥aw Tadeusz;MÍøczyzna;inøynier mechanik;Stalowa Wola;181801;m. Stalowa Wola;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;1396;3,60%;0,24%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;8;JASI—SKI;Krzysztof;MÍøczyzna;rencista;£aÒcut;181001;m. £aÒcut;cz≥onek partii politycznej: Lewica Razem;;807;2,08%;0,14%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;9;KACA£A;Natalia Ludmi≥a;Kobieta;specjalista do spraw finansowych;Mielec;181101;m. Mielec;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;674;1,74%;0,11%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;10;£UCZAJ;Kamil;MÍøczyzna;nauczyciel akademicki;Kielnarowa;181614;gm. Tyczyn;nie naleøy do partii politycznej;;570;1,47%;0,10%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;11;SKAWI—SKI;Stanis≥aw Andrzej;MÍøczyzna;administratywista;DÍbica;180301;m. DÍbica;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;1231;3,17%;0,21%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;12;JELE—;Wies≥aw Stanis≥aw;MÍøczyzna;rolnik;Blizna;181502;gm. OstrÛw;nie naleøy do partii politycznej;;630;1,62%;0,11%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;13;KRZEMI—SKI;Kamil Pawe≥;MÍøczyzna;przedstawiciel handlowy;Grabiny;180303;gm. Czarna;nie naleøy do partii politycznej;;326;0,84%;0,06%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;14;IRZYK;Martin Marian;MÍøczyzna;programista aplikacji;DobrzechÛw;181904;gm. StrzyøÛw;cz≥onek partii politycznej: Lewica Razem;;288;0,74%;0,05%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;15;ZAJ•C;Marzena Zofia;Kobieta;handlowiec;Tarnobrzeg;186401;m. Tarnobrzeg;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;680;1,75%;0,12%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;16;ST•CEL;Janusz;MÍøczyzna;syndyk;Nowa Sarzyna;180805;gm. Nowa Sarzyna;nie naleøy do partii politycznej;;363;0,94%;0,06%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;17;FIETKO;Ireneusz Grzegorz;MÍøczyzna;politolog;Gorzyce;182002;gm. Gorzyce;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;205;0,53%;0,03%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;18;ZYCH;Ala;Kobieta;nauczyciel;Krzaki;181803;gm. Pysznica;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;801;2,06%;0,14%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;19;WINIARSKI;Damian Kazimierz;MÍøczyzna;specjalista ds. promocji;G≥ogÛw Ma≥opolski;181606;gm. G≥ogÛw Ma≥opolski;cz≥onek partii politycznej: Wiosna Roberta Biedronia;;265;0,68%;0,05%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;20;LUBERA;Teresa Anna;Kobieta;pielÍgniarka;Cmolas;180601;gm. Cmolas;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;369;0,95%;0,06%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;21;RØANY;Monika;Kobieta;socjolog;Mielec;181101;m. Mielec;cz≥onek partii politycznej: Lewica Razem;;546;1,41%;0,09%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;22;PRZYBOå;JÛzef;MÍøczyzna;prawnik;Hyøne;181607;gm. Hyøne;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;134;0,35%;0,02%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;23;OØ”G;Barbara Katarzyna;Kobieta;operator sklejarek p≥yt stolarskich;NienadÛwka;181611;gm. Soko≥Ûw Ma≥opolski;nie naleøy do partii politycznej;;395;1,02%;0,07%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;24;KUèMICZ;Marek Andrzej;MÍøczyzna;przedsiÍbiorca;RzeszÛw;186301;m. RzeszÛw;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;109;0,28%;0,02%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;25;BRZYKOWSKA;Patrycja Dorota;Kobieta;ekonomista;RzeszÛw;186301;m. RzeszÛw;nie naleøy do partii politycznej;;147;0,38%;0,02%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;26;NOGA;Andrzej Jan;MÍøczyzna;dyrektor ds. sprzedaøy;RzeszÛw;186301;m. RzeszÛw;nie naleøy do partii politycznej;;177;0,46%;0,03%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;27;DZI•GWA;Krystyna;Kobieta;technik budowlany;RzeszÛw;186301;m. RzeszÛw;cz≥onek partii politycznej: Sojusz Lewicy Demokratycznej;;227;0,58%;0,04%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;28;CICHY;Mateusz Micha≥;MÍøczyzna;student;RzeszÛw;186301;m. RzeszÛw;nie naleøy do partii politycznej;;303;0,78%;0,05%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;29;OSTROWSKA;Anna;Kobieta;nauczyciel;Stalowa Wola;181801;m. Stalowa Wola;nie naleøy do partii politycznej;;555;1,43%;0,09%;Nie
23;RzeszÛw;3;KOMITET WYBORCZY SOJUSZ LEWICY DEMOKRATYCZNEJ;ZPOW-601-1/19;Komitet wyborczy partii politycznej;30;GACEK;Kazimierz Leszek;MÍøczyzna;kierownik projektu;RydzÛw;181105;gm. Mielec;nie naleøy do partii politycznej;;1220;3,14%;0,21%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;1;BRAUN;Grzegorz Micha≥;MÍøczyzna;reøyser;Stara Wieú;142105;gm. Nadarzyn;cz≥onek partii politycznej: Konfederacja WolnoúÊ i Niepodleg≥oúÊ;;31148;64,09%;5,29%;Tak
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;2;BUCZEK;Tomasz Wojciech;MÍøczyzna;inøynier budownictwa;Kolbuszowa GÛrna;180602;gm. Kolbuszowa;cz≥onek partii politycznej: Ruch Narodowy;;3639;7,49%;0,62%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;3;ØYGAD£O;Piotr;MÍøczyzna;przedsiÍbiorca;Gwizdaj;181406;gm. Przeworsk;nie naleøy do partii politycznej;;1010;2,08%;0,17%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;4;ZYCH;Witold Andrzej;MÍøczyzna;historyk sztuki;Tarnobrzeg;186401;m. Tarnobrzeg;nie naleøy do partii politycznej;;1231;2,53%;0,21%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;5;KROLL;Gabriel Czes≥aw;MÍøczyzna;przedsiÍbiorca;StrzyøÛw;181904;gm. StrzyøÛw;nie naleøy do partii politycznej;;366;0,75%;0,06%;Nie
23;RzeszÛw;4;KOMITET WYBORCZY KONFEDERACJA WOLNOå∆ I NIEPODLEG£Oå∆;ZPOW-601-5/19;Komitet wyborczy partii politycznej;6;SUROWANIEC;Anna Krystyna;Kobieta;handlowiec;Stalowa Wola;181801;m. Stalowa Wola;cz≥onek partii politycznej: Ruch Narodowy;;842;1,73%;0,14%;Nie
